Relation,relation_text,document
Version_of,"B-Version of 2, B-ProgrammingEnvironment of Actionscript",867.0
Version_of,"B-Version of CS 3, B-Application of Flash",867.0
Developer_of,"B-Developer of Adobe, B-Application of Flash",867.0
Release_of,"B-Release of 2011, B-Application of ENVI",868.0
Developer_of,"B-Developer of ITT, B-Application of ENVI",868.0
AlternativeName_of,"B-AlternativeName of Environment for Visualizing Images, B-Application of ENVI",868.0
Developer_of,"B-Developer of TIBCO Software Inc ., B-Application of Statistica",869.0
Developer_of,"B-Developer of TIBCO Software Inc ., B-Application of Statistica",869.0
Version_of,"B-Version of 13.3, B-Application of Statistica",869.0
Developer_of,"B-Developer of Mathworks, B-ProgrammingEnvironment of Matlab",870.0
PlugIn_of,"B-PlugIn of Psychtoolbox, B-ProgrammingEnvironment of Matlab",870.0
Citation_of,"B-Citation of [56], B-PlugIn of Psychtoolbox",870.0
Version_of,"B-Version of 3, B-PlugIn of Psychtoolbox",870.0
Release_of,"B-Release of 2014a, B-ProgrammingEnvironment of Matlab",870.0
no_relation,"O of O, O of O",871.0
Developer_of,"B-Developer of Stata Corp, B-Application of STATA",872.0
Version_of,"B-Version of 12.1, B-Application of STATA",872.0
PlugIn_of,"B-PlugIn of Image Processing Toolbox, B-ProgrammingEnvironment of Matlab",873.0
Version_of,"B-Version of 6, B-ProgrammingEnvironment of Matlab",873.0
Release_of,"B-Release of 13, B-ProgrammingEnvironment of Matlab",873.0
Developer_of,"B-Developer of The Mathworks Inc ., B-ProgrammingEnvironment of Matlab",873.0
Version_of,"B-Version of 9.4, B-Application of SAS",874.0
Version_of,"B-Version of 2.2.6, B-PlugIn of dlnm",874.0
Developer_of,"B-Developer of SAS Institute Inc ., B-Application of SAS",874.0
Version_of,"B-Version of 1.4.2, B-Application of Analyst",875.0
Developer_of,"B-Developer of ABSciex, B-Application of Analyst",875.0
Version_of,"B-Version of 4.0, B-Application of GENEMAPPER",876.0
Developer_of,"B-Developer of Applied Biosystems, B-Application of GENEMAPPER",876.0
no_relation,"O of O, O of O",877.0
Version_of,"B-Version of 10, B-Application of FlowJo",878.0
Developer_of,"B-Developer of Tree Star, B-Application of FlowJo",878.0
Version_of,"B-Version of 9.2, B-Application of SAS",879.0
Developer_of,"B-Developer of SAS Inc, B-Application of SAS",879.0
no_relation,"O of O, O of O",880.0
Version_of,"B-Version of 21, B-Application of Statistical Package for Social Sciences",881.0
Abbreviation_of,"B-Abbreviation of SPSS, B-Application of Statistical Package for Social Sciences",881.0
Citation_of,"B-Citation of [43], B-Application of Mplus",882.0
Version_of,"B-Version of 6.0, B-Application of Mplus",882.0
Version_of,"B-Version of 10.3, B-Application of ArcGIS",883.0
Version_of,"B-Version of 12.1, B-Application of Stata",883.0
Extension_of,"B-Extension of SE, B-Application of Stata",883.0
Developer_of,"B-Developer of IBM Corp ., B-Application of SPSS",884.0
Release_of,"B-Release of 2013, B-Application of SPSS",884.0
Developer_of,"B-Developer of IBM Corp ., B-Application of SPSS",884.0
Version_of,"B-Version of 22, B-Application of SPSS",884.0
Version_of,"B-Version of 19.0, B-Application of SPSS",885.0
Developer_of,"B-Developer of SPSS Inc ., B-Application of SPSS",885.0
URL_of,"B-URL of https://github.com/gburleigh/MatrixConverter/tree/master/distribution, B-Application of MatrixConverter",886.0
Version_of,"B-Version of 5.5, B-Application of Geneious",887.0
Citation_of,"B-Citation of [26], B-Application of Geneious",887.0
Developer_of,"B-Developer of Systat Software , Inc ., B-Application of SigmaPlot",888.0
Version_of,"B-Version of 9.0, B-Application of SigmaPlot",888.0
Version_of,"B-Version of 2, B-Application of Videomot",889.0
Developer_of,"B-Developer of TSE, B-Application of Videomot",889.0
no_relation,"O of O, O of O",890.0
Citation_of,"B-Citation of [12], B-Application of Mothur",891.0
Version_of,"B-Version of 1.33.3, B-Application of Mothur",891.0
Developer_of,"B-Developer of Microsoft, B-Application of Office",892.0
Version_of,"B-Version of 4.0.11, B-Application of GENEPOP",893.0
Citation_of,"B-Citation of [43], B-Application of GENEPOP",893.0
no_relation,"O of O, O of O",894.0
PlugIn_of,"B-PlugIn of FDT, B-Application of FSL",895.0
URL_of,"B-URL of http://fsl.fmrib.ox.ac.uk/, B-Application of FSL",895.0
Version_of,"B-Version of 22, B-Application of SPSS Statistics",896.0
Developer_of,"B-Developer of IBM, B-Application of SPSS Statistics",896.0
Version_of,"B-Version of 16, B-Application of SPSS",897.0
Version_of,"B-Version of 10.5, B-OperatingSystem of Mac OS",897.0
Version_of,"B-Version of 11, B-Application of STATA",898.0
Developer_of,"B-Developer of Microsoft, B-Application of Word",899.0
Developer_of,"B-Developer of Microsoft, B-Application of Excel",899.0
Citation_of,"B-Citation of [91], B-Application of Network",900.0
Version_of,"B-Version of 2.8.0.0, B-Application of mtPhyl",900.0
Version_of,"B-Version of 4.5.1.0, B-Application of Network",900.0
URL_of,"B-URL of http://eltsov.org, B-Application of mtPhyl",900.0
Version_of,"B-Version of 5, B-Application of Prism",901.0
Developer_of,"B-Developer of GraphPad, B-Application of Prism",901.0
Citation_of,"B-Citation of [23], B-Application of TANRIC",902.0
URL_of,"B-URL of http://ibl.mdanderson.org/tanric/_design/basic/index.html, B-Application of TANRIC",902.0
Version_of,"B-Version of 10.0, B-Application of EthoVision",903.0
Extension_of,"B-Extension of XT, B-Application of EthoVision",903.0
Developer_of,"B-Developer of Noldus IT, B-Application of EthoVision",903.0
URL_of,"B-URL of www.fmrib.ox.ac.uk/fsl, B-Application of FSL",904.0
Version_of,"B-Version of 4.1.4, B-Application of FSL",904.0
Version_of,"B-Version of 9.4, B-Application of SAS",905.0
Developer_of,"B-Developer of SAS Institute Inc ., B-Application of SAS",905.0
Citation_of,"B-Citation of [36], B-PlugIn of h2oEnsemble",906.0
Version_of,"B-Version of 0.1.8, B-PlugIn of h2oEnsemble",906.0
Version_of,"B-Version of 11, B-Application of STATA",907.0
Version_of,"B-Version of 2.10, B-Application of MLwiN",907.0
Version_of,"B-Version of 23.0, B-Application of AMOS",908.0
Version_of,"B-Version of 23.0, B-Application of SPSS Statistics",908.0
Version_of,"B-Version of 22, B-Application of SPSS AMOS",909.0
Developer_of,"B-Developer of IBM, B-Application of SPSS AMOS",909.0
Version_of,"B-Version of 16, B-Application of Statistical Package for Social Sciences",910.0
Developer_of,"B-Developer of SPSS IBM, B-Application of Statistical Package for Social Sciences",910.0
Citation_of,"B-Citation of [25], B-Application of FSL",911.0
Version_of,"B-Version of 4.1, B-Application of FSL",911.0
URL_of,"B-URL of www.fmrib.ox.ac.uk, B-Application of FMRIB Software Library",911.0
Abbreviation_of,"B-Abbreviation of FSL, B-Application of FMRIB Software Library",911.0
Citation_of,"B-Citation of [26], B-Application of FSL",911.0
Specification_of,"B-Application of FSL, B-Application of FMRIB Software Library",911.0
PlugIn_of,"B-PlugIn of quantregForest, B-ProgrammingEnvironment of R",912.0
Version_of,"B-Version of 0.2 - 3, B-PlugIn of quantregForest",912.0
no_relation,"O of O, O of O",913.0
PlugIn_of,"B-PlugIn of ICC toolbox, B-Application of SPM",914.0
Citation_of,"B-Citation of [42], B-Application of SPM",914.0
Version_of,"B-Version of 3.3.0, B-Application of GENELAND",915.0
Citation_of,"B-Citation of [60], B-Application of GENELAND",915.0
Version_of,"B-Version of 3, B-Application of G * Power",916.0
Citation_of,"B-Citation of [21], B-Application of G * Power",916.0
Release_of,"B-Release of R 2012b, B-ProgrammingEnvironment of MATLAB",917.0
Developer_of,"B-Developer of MathWorks, B-ProgrammingEnvironment of MATLAB",917.0
Version_of,"B-Version of 8, B-Application of SPM",917.0
URL_of,"B-URL of http://www.fil.ion.ucl.ac.uk/spm, B-Application of SPM",917.0
Specification_of,"B-Application of Statistical Package for the Social Sciences, B-Application of SPSS Package for the Social Sciences",918.0
Version_of,"B-Version of 17.0, B-Application of Statistical Package for the Social Sciences",918.0
Release_of,"B-Release of 2007, B-Application of Office",919.0
Developer_of,"B-Developer of Microsoft, B-Application of Office",919.0
Specification_of,"B-Application of Office, B-Application of Excel",919.0
no_relation,"O of O, O of O",920.0
Version_of,"B-Version of 7.10, B-ProgrammingEnvironment of Matlab",921.0
Developer_of,"B-Developer of The Mathworks, B-ProgrammingEnvironment of Matlab",921.0
Version_of,"B-Version of 22.0, B-Application of SPSS Statistics",922.0
Developer_of,"B-Developer of IBM Corp ., B-Application of SPSS Statistics",922.0
Release_of,"B-Release of 2013, B-Application of SPSS Statistics",922.0
Developer_of,"B-Developer of IBM Corp ., B-Application of SPSS Statistics",922.0
no_relation,"O of O, O of O",923.0
Abbreviation_of,"B-Abbreviation of CCS, B-Application of Clinical Classifications Software",924.0
Developer_of,"B-Developer of HCUP, B-Application of Clinical Classifications Software",924.0
URL_of,"B-URL of www.fil.ion.ucl.ac.uk/spm, B-Application of SPM",925.0
Version_of,"B-Version of 8, B-Application of SPM",925.0
Developer_of,"B-Developer of Wellcome Department of Imaging Neuroscience, B-Application of SPM",925.0
Developer_of,"B-Developer of Mathworks, B-ProgrammingEnvironment of MATLAB",925.0
AlternativeName_of,"B-AlternativeName of Gnu Compiler Collection, B-Application of gcc",926.0
Extension_of,"B-Extension of 64 bit, B-OperatingSystem of linux",926.0
Version_of,"B-Version of 4.4.7, B-Application of gcc",926.0
Version_of,"B-Version of beta, B-Application of Coffalyser.NET",927.0
Developer_of,"B-Developer of MRC - Holland, B-Application of Coffalyser.NET",927.0
Version_of,"B-Version of 20, B-Application of SPSS",928.0
Version_of,"B-Version of 3.5.3, B-Application of EPI info",928.0
Version_of,"B-Version of 12, B-Application of SPM",929.0
URL_of,"B-URL of www.fil.ion.ucl.ac.uk/spm, B-Application of SPM",929.0
no_relation,"O of O, O of O",930.0
Version_of,"B-Version of 9.4, B-Application of SAS",931.0
Developer_of,"B-Developer of SAS Institute, B-Application of SAS",931.0
Version_of,"B-Version of 2.6, B-Application of Newbler Genomic Workbench analysis",932.0
Developer_of,"B-Developer of Roche, B-Application of Newbler Genomic Workbench analysis",932.0
Version_of,"B-Version of 6.5.1, B-Application of CLC Genomic Workbench analysis",932.0
Version_of,"B-Version of 2.0.1, B-Application of SMRT analysis",932.0
no_relation,"O of O, O of O",933.0
Version_of,"B-Version of 2.7, B-ProgrammingEnvironment of Python",934.0
Citation_of,"B-Citation of [79], B-PlugIn of map2stan",935.0
PlugIn_of,"B-PlugIn of map2stan, B-Application of Rstan",935.0
Developer_of,"B-Developer of SAS Institute Inc ., B-Application of SAS",936.0
Version_of,"B-Version of 9.3, B-Application of SAS",936.0
Citation_of,"B-Citation of [73], B-Application of Geneland",937.0
Citation_of,"B-Citation of [72], B-Application of Geneland",937.0
Citation_of,"B-Citation of [74], B-Application of Geneland",937.0
Version_of,"B-Version of 4.0.3, B-Application of Geneland",937.0
no_relation,"O of O, O of O",938.0
no_relation,"O of O, O of O",939.0
PlugIn_of,"B-PlugIn of dcm4chee, B-Application of dcm4che",940.0
Abbreviation_of,"B-Abbreviation of SPSS, B-Application of statistical package for social science",941.0
Version_of,"B-Version of 13, B-Application of STATA package for social science",941.0
Version_of,"B-Version of 22, B-Application of statistical package for social science",941.0
Version_of,"B-Version of 14, B-Application of STATA",942.0
PlugIn_of,"B-PlugIn of punafcc, B-Application of STATA",942.0
Version_of,"B-Version of 24, B-Application of Statistical Program for the Social Sciences",943.0
Abbreviation_of,"B-Abbreviation of SPSS, B-Application of Statistical Program for the Social Sciences",943.0
Developer_of,"B-Developer of IBM Inc ., B-Application of Statistical Program for the Social Sciences",943.0
PlugIn_of,"B-PlugIn of Bioconductor, B-ProgrammingEnvironment of R",944.0
URL_of,"B-URL of http://www.bioconductor.org, B-PlugIn of Bioconductor",944.0
PlugIn_of,"B-PlugIn of illuminaio, B-ProgrammingEnvironment of R",944.0
URL_of,"B-URL of http://dx.doi.org/10.5281/zenodo.7588, B-PlugIn of illuminaio",944.0
Developer_of,"B-Developer of SAS Institute, B-Application of SAS",945.0
Version_of,"B-Version of 9.3, B-Application of SAS",945.0
PlugIn_of,"B-PlugIn of Psychophysics Toolbox, B-ProgrammingEnvironment of MATLAB",946.0
Citation_of,"B-Citation of [15,16], B-PlugIn of Psychophysics Toolbox",946.0
Citation_of,"B-Citation of [77], B-PlugIn of get _ totals",947.0
PlugIn_of,"B-PlugIn of get _ totals, B-ProgrammingEnvironment of MATLAB",947.0
Developer_of,"B-Developer of Ridgway, B-PlugIn of get _ totals",947.0
URL_of,"B-URL of https://github.com/etal/cnvkit, B-PlugIn of CNVkit",948.0
Version_of,"B-Version of 2.0, B-License of Apache License",948.0
URL_of,"B-URL of http://www.apache.org/licenses/LICENSE-2.0, B-License of Apache License",948.0
License_of,"B-License of Apache License, B-PlugIn of CNVkit",948.0
URL_of,"B-URL of http://frodo.wi.mit.edu/, B-Application of Primer",949.0
Version_of,"B-Version of 3, B-Application of Primer",949.0
Citation_of,"B-Citation of [55,56], B-Application of AMBERTOOLS",950.0
PlugIn_of,"B-PlugIn of CPPTRAJ, B-Application of AMBERTOOLS",950.0
Version_of,"B-Version of 16, B-Application of AMBERTOOLS",950.0
no_relation,"O of O, O of O",951.0
Version_of,"B-Version of 10.01, B-Application of SPSS",952.0
Version_of,"B-Version of 3.0, B-Application of EpiData",952.0
no_relation,"O of O, O of O",953.0
URL_of,"B-URL of https://www.theppinetwork.com/, B-Application of PPI Network",954.0
URL_of,"B-URL of http://apps.cytoscape.org/apps/mcode, B-PlugIn of MCODE",954.0
Version_of,"B-Version of 19, B-Application of SPSS",955.0
Release_of,"B-Release of 2007, B-Application of NCSS",955.0
Developer_of,"B-Developer of SPSS Inc . Cruncher Statistical Systems, B-Application of SPSS",955.0
Developer_of,"B-Developer of Number Cruncher Statistical Systems, B-Application of NCSS",955.0
Developer_of,"B-Developer of SPSS, B-Application of SPSS",956.0
Version_of,"B-Version of 11.5, B-Application of SPSS",956.0
no_relation,"O of O, O of O",957.0
Version_of,"B-Version of 10, B-Application of FlowJo",958.0
Developer_of,"B-Developer of Tree Star, B-Application of FlowJo",958.0
Citation_of,"B-Citation of [27], B-Application of BrainStorm",959.0
Citation_of,"B-Citation of [28], B-Application of openMEEG",959.0
Version_of,"B-Version of 5.1, B-Application of RevMan",960.0
Version_of,"B-Version of 12.0, B-Application of Stata",960.0
Developer_of,"B-Developer of StataCorp LP, B-Application of Stata",960.0
URL_of,"B-URL of www.fmrib.ox.ac.uk/fsl, B-Application of FSL",961.0
Version_of,"B-Version of 4.1.4, B-Application of FSL",961.0
Citation_of,"B-Citation of [41], B-Application of MEGA",962.0
Version_of,"B-Version of 4.1, B-Application of MEGA",962.0
PlugIn_of,"B-PlugIn of SPIKE - dist, B-ProgrammingEnvironment of Matlab",963.0
URL_of,"B-URL of http://wwwold.fi.isc.cnr.it/users/thomas.kreuz/sourcecode.html, B-PlugIn of SPIKE - dist",963.0
PlugIn_of,"B-PlugIn of FLIRT, B-Application of FSL",964.0
Version_of,"B-Version of 4.1.4, B-Application of FSL",964.0
Citation_of,"B-Citation of Jenkinson and Smith 2001, B-PlugIn of FLIRT",964.0
Version_of,"B-Version of 21.0, B-Application of SPSS",965.0
Citation_of,"B-Citation of [34], B-Application of SPSS",965.0
Release_of,"B-Release of R 2009b, B-ProgrammingEnvironment of Matlab",966.0
Citation_of,"B-Citation of [57], B-PlugIn of Psychtoolbox",966.0
Citation_of,"B-Citation of [58], B-PlugIn of Psychtoolbox",966.0
PlugIn_of,"B-PlugIn of Psychtoolbox, B-ProgrammingEnvironment of Matlab",966.0
Version_of,"B-Version of 2.1, B-Application of MLwiN",967.0
Citation_of,"B-Citation of [35], B-Application of MLwiN",967.0
Version_of,"B-Version of 11.2, B-Application of STATA",968.0
Developer_of,"B-Developer of STATA Corp, B-Application of STATA",968.0
Version_of,"B-Version of 8, B-Application of SPM",969.0
Developer_of,"B-Developer of Wellcome Trust Centre for Neuroimaging, B-Application of SPM",969.0
URL_of,"B-URL of http://www.fil.ion.ucl.ac.uk/spm, B-Application of SPM",969.0
URL_of,"B-URL of https://github.com/phoenixding/idrem, B-Application of iDREM",970.0
Developer_of,"B-Developer of Mathworks Inc ., B-ProgrammingEnvironment of Matlab",971.0
Release_of,"B-Release of R 2007b, B-ProgrammingEnvironment of Matlab",971.0
